"Timestamp","Distance Filter","Accuracy","Speed","Course","Distance","Latitude","Longitude"
2017-08-26_08:43:31,0,5,5,258,2,33.86460,-118.40180
2017-08-26_08:43:32,0,5,4,258,2,33.86460,-118.40181
2017-08-26_08:43:33,0,5,4,258,1,33.86460,-118.40182
2017-08-26_08:43:34,0,5,2,258,1,33.86460,-118.40183
2017-08-26_08:43:35,0,5,1,258,1,33.86460,-118.40183
2017-08-26_08:43:36,0,5,0,258,1,33.86460,-118.40183
2017-08-26_08:43:37,0,5,0,258,1,33.86460,-118.40183
2017-08-26_08:43:38,0,5,0,258,1,33.86460,-118.40184
2017-08-26_08:43:39,0,5,0,258,1,33.86460,-118.40183
2017-08-26_08:43:40,0,5,0,258,1,33.86460,-118.40184
2017-08-26_08:43:41,0,5,0,258,1,33.86460,-118.40183
2017-08-26_08:43:42,0,5,9,258,4,33.86459,-118.40186
2017-08-26_08:43:43,0,5,11,258,4,33.86459,-118.40190
2017-08-26_08:43:44,0,5,1,258,4,33.86459,-118.40186
2017-08-26_08:43:45,0,5,2,258,1,33.86459,-118.40186
2017-08-26_08:43:46,0,5,1,258,1,33.86459,-118.40186
2017-08-26_08:43:47,0,5,0,258,1,33.86459,-118.40186
2017-08-26_08:43:48,0,5,1,258,1,33.86459,-118.40185
2017-08-26_08:54:57,0,65,0,-1,14,33.86448,-118.40191
2017-08-26_08:54:57,0,65,0,-1,3,33.86450,-118.40189
2017-08-26_08:54:57,0,65,0,-1,2,33.86451,-118.40188
2017-08-26_08:54:58,0,50,7,220,4,33.86449,-118.40191
2017-08-26_08:54:59,0,30,7,228,4,33.86448,-118.40194
2017-08-26_08:55:00,0,30,8,230,3,33.86447,-118.40197
2017-08-26_08:55:01,0,10,10,257,3,33.86448,-118.40200
2017-08-26_08:55:02,0,5,10,258,10,33.86456,-118.40205
2017-08-26_08:55:03,0,5,9,258,3,33.86455,-118.40207
2017-08-26_08:55:04,0,5,9,258,2,33.86455,-118.40209
2017-08-26_08:55:05,0,5,12,258,3,33.86454,-118.40212
2017-08-26_08:55:06,0,5,11,258,4,33.86454,-118.40216
2017-08-26_08:55:07,0,5,12,258,4,33.86453,-118.40220
2017-08-26_08:55:08,0,10,10,258,4,33.86452,-118.40223
2017-08-26_08:55:09,0,5,8,258,3,33.86452,-118.40226
2017-08-26_08:55:10,0,5,3,258,1,33.86451,-118.40226
2017-08-26_08:55:11,0,5,2,258,1,33.86451,-118.40226
2017-08-26_08:55:12,0,5,4,258,1,33.86451,-118.40226
2017-08-26_08:55:13,0,5,4,227,1,33.86451,-118.40227
2017-08-26_08:55:14,0,5,7,197,1,33.86451,-118.40226
2017-08-26_08:55:15,0,5,8,176,1,33.86451,-118.40227
2017-08-26_08:55:16,0,5,11,171,1,33.86451,-118.40226
2017-08-26_08:55:17,0,5,13,165,11,33.86442,-118.40223
2017-08-26_08:55:18,0,5,14,165,5,33.86438,-118.40222
2017-08-26_08:55:19,0,5,17,165,5,33.86434,-118.40221
2017-08-26_08:55:20,0,5,17,165,5,33.86430,-118.40219
2017-08-26_08:55:21,0,5,15,165,5,33.86426,-118.40218
2017-08-26_08:55:22,0,5,9,165,4,33.86424,-118.40217
2017-08-26_08:55:23,0,5,6,165,2,33.86423,-118.40217
2017-08-26_08:55:24,0,5,6,165,3,33.86421,-118.40216
2017-08-26_08:55:25,0,5,9,165,3,33.86419,-118.40215
2017-08-26_08:55:26,0,5,11,165,3,33.86417,-118.40215
2017-08-26_08:55:27,0,5,14,78,7,33.86417,-118.40208
2017-08-26_08:55:28,0,5,16,78,5,33.86418,-118.40203
2017-08-26_08:55:29,0,5,19,78,7,33.86419,-118.40197
2017-08-26_08:55:30,0,5,22,78,7,33.86420,-118.40190
2017-08-26_08:55:31,0,5,24,78,7,33.86422,-118.40183
2017-08-26_08:55:32,0,5,26,78,8,33.86423,-118.40175
2017-08-26_08:55:33,0,5,26,78,8,33.86425,-118.40167
2017-08-26_08:55:34,0,5,28,78,8,33.86426,-118.40160
2017-08-26_08:55:35,0,5,29,78,8,33.86428,-118.40152
2017-08-26_08:55:36,0,5,31,78,8,33.86429,-118.40143
2017-08-26_08:55:37,0,5,31,78,9,33.86431,-118.40134
2017-08-26_08:55:38,0,5,32,78,10,33.86433,-118.40124
2017-08-26_08:55:39,0,5,31,78,10,33.86435,-118.40114
2017-08-26_08:55:40,0,5,28,78,8,33.86436,-118.40106
2017-08-26_08:55:41,0,5,27,78,8,33.86438,-118.40099
2017-08-26_08:55:42,0,5,25,78,8,33.86439,-118.40091
2017-08-26_08:55:43,0,5,20,78,6,33.86440,-118.40085
2017-08-26_08:55:44,0,5,13,78,4,33.86441,-118.40082
2017-08-26_08:55:45,0,5,9,78,3,33.86442,-118.40079
2017-08-26_08:55:46,0,5,4,78,2,33.86442,-118.40077
2017-08-26_08:55:47,0,5,7,78,1,33.86442,-118.40076
2017-08-26_08:55:48,0,5,9,118,3,33.86443,-118.40074
2017-08-26_08:55:49,0,5,13,130,2,33.86442,-118.40073
2017-08-26_08:55:50,0,5,15,167,14,33.86431,-118.40068
2017-08-26_08:55:51,0,5,18,167,5,33.86427,-118.40065
2017-08-26_08:55:52,0,5,24,167,6,33.86422,-118.40064
2017-08-26_08:55:53,0,5,29,167,8,33.86416,-118.40062
2017-08-26_08:55:54,0,5,33,167,10,33.86408,-118.40059
2017-08-26_08:55:55,0,5,34,167,2,33.86407,-118.40059
2017-08-26_08:55:56,0,5,36,168,17,33.86392,-118.40055
2017-08-26_08:55:57,0,5,31,168,9,33.86385,-118.40053
2017-08-26_08:55:58,0,5,23,168,7,33.86379,-118.40051
2017-08-26_08:55:59,0,5,18,168,5,33.86375,-118.40050
2017-08-26_08:56:00,0,5,10,168,2,33.86374,-118.40048
2017-08-26_08:56:01,0,5,6,168,2,33.86373,-118.40046
2017-08-26_08:56:02,0,5,4,137,1,33.86373,-118.40045
2017-08-26_08:56:03,0,5,7,126,2,33.86372,-118.40045
2017-08-26_08:56:04,0,5,12,108,3,33.86374,-118.40046
2017-08-26_08:56:05,0,5,16,77,10,33.86373,-118.40037
2017-08-26_08:56:06,0,5,19,77,3,33.86373,-118.40034
2017-08-26_08:56:07,0,5,22,77,1,33.86373,-118.40034
2017-08-26_08:56:08,0,5,25,77,0,33.86373,-118.40034
2017-08-26_08:56:09,0,5,26,77,24,33.86378,-118.40009
2017-08-26_08:56:10,0,5,27,77,8,33.86380,-118.40001
2017-08-26_08:56:11,0,5,28,77,8,33.86381,-118.39993
2017-08-26_08:56:12,0,5,28,77,3,33.86382,-118.39990
2017-08-26_08:56:13,0,5,27,77,0,33.86382,-118.39990
2017-08-26_08:56:14,0,5,27,77,21,33.86386,-118.39969
2017-08-26_08:56:15,0,10,24,76,6,33.86388,-118.39963
2017-08-26_08:56:16,0,10,17,76,5,33.86389,-118.39958
2017-08-26_08:56:17,0,10,9,76,2,33.86389,-118.39956
2017-08-26_08:56:18,0,10,6,76,3,33.86390,-118.39954
2017-08-26_08:56:19,0,10,10,117,2,33.86390,-118.39952
2017-08-26_08:56:20,0,10,15,137,2,33.86390,-118.39950
2017-08-26_08:56:21,0,10,20,167,12,33.86381,-118.39943
2017-08-26_08:56:22,0,10,24,167,6,33.86376,-118.39941
2017-08-26_08:56:23,0,10,29,167,8,33.86370,-118.39940
2017-08-26_08:56:24,0,10,33,167,9,33.86363,-118.39937
2017-08-26_08:56:25,0,10,34,167,9,33.86355,-118.39935
2017-08-26_08:56:26,0,10,34,167,10,33.86347,-118.39933
2017-08-26_08:56:27,0,10,33,167,10,33.86338,-118.39931
2017-08-26_08:56:28,0,10,29,167,9,33.86331,-118.39928
2017-08-26_08:56:29,0,10,27,163,8,33.86325,-118.39926
2017-08-26_08:56:30,0,10,22,147,8,33.86318,-118.39923
2017-08-26_08:56:31,0,10,17,135,3,33.86317,-118.39921
2017-08-26_08:56:32,0,10,11,135,1,33.86316,-118.39921
2017-08-26_08:56:33,0,10,4,135,1,33.86316,-118.39920
2017-08-26_08:56:34,0,10,5,124,2,33.86315,-118.39919
2017-08-26_08:56:35,0,10,13,112,5,33.86314,-118.39914
2017-08-26_08:56:36,0,10,16,112,5,33.86312,-118.39910
2017-08-26_08:56:37,0,10,18,82,3,33.86311,-118.39908
2017-08-26_08:56:38,0,10,20,32,10,33.86310,-118.39898
2017-08-26_08:56:39,0,10,21,32,7,33.86315,-118.39895
2017-08-26_08:56:40,0,10,22,32,7,33.86320,-118.39891
2017-08-26_08:56:41,0,10,29,32,7,33.86325,-118.39888
2017-08-26_08:56:42,0,10,30,32,9,33.86332,-118.39883
2017-08-26_08:56:43,0,10,31,40,9,33.86338,-118.39877
2017-08-26_08:56:44,0,10,30,40,8,33.86343,-118.39872
2017-08-26_08:56:45,0,10,28,42,8,33.86348,-118.39866
2017-08-26_08:56:46,0,10,23,45,7,33.86353,-118.39861
2017-08-26_08:56:47,0,10,15,45,7,33.86357,-118.39857
2017-08-26_08:56:48,0,10,7,45,4,33.86359,-118.39854
2017-08-26_08:56:49,0,10,6,45,2,33.86359,-118.39853
2017-08-26_08:56:50,0,10,11,46,2,33.86360,-118.39852
2017-08-26_08:56:51,0,10,16,46,5,33.86363,-118.39849
2017-08-26_08:56:52,0,10,21,46,5,33.86366,-118.39845
2017-08-26_08:56:53,0,10,24,46,6,33.86369,-118.39841
2017-08-26_08:56:54,0,10,27,46,1,33.86369,-118.39842
2017-08-26_08:56:55,0,10,31,53,18,33.86379,-118.39827
2017-08-26_08:56:56,0,10,33,53,9,33.86383,-118.39819
2017-08-26_08:56:57,0,10,35,58,10,33.86388,-118.39811
2017-08-26_08:56:58,0,10,36,58,10,33.86393,-118.39802
2017-08-26_08:56:59,0,10,36,58,6,33.86395,-118.39798
2017-08-26_08:57:00,0,10,36,65,16,33.86401,-118.39783
2017-08-26_08:57:01,0,10,37,65,11,33.86405,-118.39773
2017-08-26_08:57:02,0,10,36,65,11,33.86409,-118.39762
2017-08-26_08:57:03,0,10,37,73,10,33.86412,-118.39753
2017-08-26_08:57:04,0,10,37,73,11,33.86415,-118.39742
2017-08-26_08:57:05,0,10,37,73,10,33.86417,-118.39733
2017-08-26_08:57:06,0,10,38,76,11,33.86420,-118.39722
2017-08-26_08:57:07,0,10,37,76,9,33.86422,-118.39713
2017-08-26_08:57:08,0,10,36,76,10,33.86424,-118.39702
2017-08-26_08:57:09,0,10,36,76,11,33.86426,-118.39692
2017-08-26_08:57:10,0,10,36,77,11,33.86428,-118.39681
2017-08-26_08:57:11,0,10,34,77,11,33.86430,-118.39670
2017-08-26_08:57:12,0,10,33,77,10,33.86433,-118.39660
2017-08-26_08:57:13,0,10,28,77,9,33.86434,-118.39651
2017-08-26_08:57:14,0,10,25,77,7,33.86435,-118.39645
2017-08-26_08:57:15,0,10,15,77,5,33.86436,-118.39640
2017-08-26_08:57:16,0,10,8,77,4,33.86437,-118.39636
2017-08-26_08:57:17,0,10,6,77,2,33.86437,-118.39635
2017-08-26_08:57:18,0,10,10,77,3,33.86438,-118.39632
2017-08-26_08:57:18,0,10,15,77,4,33.86439,-118.39628
2017-08-26_08:57:19,0,10,19,77,4,33.86440,-118.39624
2017-08-26_08:57:20,0,10,24,77,6,33.86441,-118.39618
2017-08-26_08:57:21,0,10,29,77,1,33.86441,-118.39618
2017-08-26_08:57:22,0,10,31,78,17,33.86444,-118.39601
2017-08-26_08:57:23,0,10,32,78,9,33.86445,-118.39592
2017-08-26_08:57:24,0,10,31,78,9,33.86447,-118.39583
2017-08-26_08:57:25,0,10,28,78,9,33.86448,-118.39575
2017-08-26_08:57:26,0,10,22,78,8,33.86450,-118.39567
2017-08-26_08:57:27,0,10,13,78,5,33.86451,-118.39563
2017-08-26_08:57:28,0,10,5,78,3,33.86451,-118.39560
2017-08-26_08:57:29,0,10,4,78,1,33.86451,-118.39560
2017-08-26_08:57:30,0,10,8,78,3,33.86452,-118.39557
2017-08-26_08:57:31,0,10,15,78,4,33.86452,-118.39554
2017-08-26_08:57:32,0,10,19,78,6,33.86453,-118.39548
2017-08-26_08:57:33,0,10,24,78,5,33.86454,-118.39543
2017-08-26_08:57:34,0,10,24,78,10,33.86456,-118.39534
2017-08-26_08:57:35,0,10,23,78,7,33.86457,-118.39527
2017-08-26_08:57:36,0,10,18,78,6,33.86458,-118.39521
2017-08-26_08:57:37,0,10,9,78,4,33.86459,-118.39518
2017-08-26_08:57:38,0,10,5,78,3,33.86459,-118.39516
2017-08-26_08:57:39,0,10,1,78,1,33.86459,-118.39516
2017-08-26_08:57:40,0,10,1,78,1,33.86459,-118.39517
2017-08-26_08:57:41,0,10,4,78,2,33.86459,-118.39516
2017-08-26_08:57:42,0,10,13,78,3,33.86460,-118.39514
2017-08-26_08:57:43,0,10,18,78,5,33.86461,-118.39509
2017-08-26_08:57:44,0,10,22,78,4,33.86461,-118.39505
2017-08-26_08:57:45,0,10,25,78,1,33.86461,-118.39505
2017-08-26_08:57:46,0,10,30,77,17,33.86465,-118.39488
2017-08-26_08:57:47,0,10,35,77,9,33.86467,-118.39478
2017-08-26_08:57:48,0,10,37,77,11,33.86469,-118.39467
2017-08-26_08:57:49,0,10,38,77,8,33.86470,-118.39459
2017-08-26_08:57:50,0,10,40,80,13,33.86473,-118.39445
2017-08-26_08:57:51,0,10,42,80,12,33.86475,-118.39433
2017-08-26_08:57:52,0,10,42,80,11,33.86476,-118.39421
2017-08-26_08:57:53,0,10,43,86,13,33.86477,-118.39408
2017-08-26_08:57:54,0,10,43,95,14,33.86478,-118.39393
2017-08-26_08:57:55,0,10,40,97,10,33.86477,-118.39383
2017-08-26_08:57:56,0,10,38,97,11,33.86476,-118.39372
2017-08-26_08:57:57,0,10,34,105,11,33.86474,-118.39360
2017-08-26_08:57:58,0,10,31,105,9,33.86472,-118.39352
2017-08-26_08:57:59,0,10,26,105,8,33.86471,-118.39344
2017-08-26_08:58:00,0,10,23,105,7,33.86469,-118.39337
2017-08-26_08:58:01,0,10,21,95,6,33.86468,-118.39331
2017-08-26_08:58:02,0,10,20,95,5,33.86468,-118.39326
2017-08-26_08:58:03,0,10,19,85,5,33.86468,-118.39321
2017-08-26_08:58:04,0,10,19,95,6,33.86468,-118.39327
2017-08-26_08:58:05,0,10,21,129,5,33.86468,-118.39322
2017-08-26_08:58:06,0,10,25,165,28,33.86455,-118.39297
2017-08-26_08:58:07,0,10,30,166,9,33.86448,-118.39294
2017-08-26_08:58:08,0,10,35,166,9,33.86440,-118.39292
2017-08-26_08:58:09,0,10,41,166,8,33.86433,-118.39290
2017-08-26_08:58:10,0,10,44,166,14,33.86421,-118.39286
2017-08-26_08:58:11,0,10,47,166,13,33.86410,-118.39283
2017-08-26_08:58:12,0,10,47,167,13,33.86399,-118.39280
2017-08-26_08:58:13,0,10,48,166,14,33.86388,-118.39276
2017-08-26_08:58:14,0,10,49,168,14,33.86376,-118.39273
2017-08-26_08:58:15,0,10,49,168,15,33.86364,-118.39270
2017-08-26_08:58:16,0,10,49,168,9,33.86357,-118.39268
2017-08-26_08:58:17,0,10,48,168,17,33.86342,-118.39264
2017-08-26_08:58:18,0,10,46,167,15,33.86329,-118.39261
2017-08-26_08:58:19,0,10,43,168,12,33.86319,-118.39258
2017-08-26_08:58:20,0,10,38,166,12,33.86309,-118.39255
2017-08-26_08:58:21,0,10,32,166,8,33.86303,-118.39253
2017-08-26_08:58:22,0,10,24,166,8,33.86296,-118.39251
2017-08-26_08:58:23,0,10,15,165,6,33.86291,-118.39249
2017-08-26_08:58:24,0,10,8,165,3,33.86289,-118.39248
2017-08-26_08:58:25,0,10,4,165,2,33.86288,-118.39248
2017-08-26_08:58:26,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:27,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:28,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:29,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:30,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:31,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:32,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:33,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:34,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:35,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:36,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:37,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:38,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:39,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:40,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:41,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:42,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:43,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:44,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:45,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:46,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:47,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:48,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:49,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:50,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:51,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:52,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:53,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:54,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:55,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:56,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:57,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:58,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:58:59,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:00,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:01,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:02,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:03,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:04,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:05,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:06,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:07,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:08,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:09,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:10,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:11,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:12,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:13,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:14,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:15,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:16,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:17,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:18,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:19,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:20,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:21,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:22,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:23,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:24,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:25,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:26,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:27,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:28,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:29,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:30,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:31,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:32,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:33,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:34,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:35,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:36,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:37,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:38,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:39,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:40,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:41,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:42,0,10,0,165,1,33.86288,-118.39248
2017-08-26_08:59:43,0,10,4,165,5,33.86284,-118.39247
2017-08-26_08:59:44,0,10,8,165,3,33.86282,-118.39246
2017-08-26_08:59:45,0,10,12,165,3,33.86279,-118.39245
2017-08-26_08:59:46,0,10,16,165,5,33.86276,-118.39244
2017-08-26_08:59:47,0,10,20,167,6,33.86271,-118.39243
2017-08-26_08:59:48,0,10,21,167,6,33.86266,-118.39241
2017-08-26_08:59:49,0,10,21,167,5,33.86262,-118.39240
2017-08-26_08:59:50,0,10,20,167,1,33.86262,-118.39240
2017-08-26_08:59:51,0,10,18,120,2,33.86261,-118.39239
2017-08-26_08:59:52,0,10,19,100,12,33.86251,-118.39236
2017-08-26_08:59:53,0,10,19,52,10,33.86255,-118.39228
2017-08-26_08:59:54,0,10,23,45,12,33.86263,-118.39219
2017-08-26_08:59:55,0,10,27,45,8,33.86268,-118.39213
2017-08-26_08:59:56,0,10,32,41,8,33.86273,-118.39207
2017-08-26_08:59:57,0,10,36,41,10,33.86280,-118.39201
2017-08-26_08:59:58,0,10,38,41,10,33.86286,-118.39194
2017-08-26_08:59:59,0,10,39,47,11,33.86293,-118.39186
2017-08-26_09:00:00,0,10,39,52,12,33.86300,-118.39176
2017-08-26_09:00:01,0,10,40,54,11,33.86305,-118.39167
2017-08-26_09:00:02,0,10,39,58,12,33.86311,-118.39156
2017-08-26_09:00:03,0,10,39,69,12,33.86316,-118.39145
2017-08-26_09:00:04,0,10,39,73,8,33.86318,-118.39138
2017-08-26_09:00:05,0,10,38,81,15,33.86321,-118.39122
2017-08-26_09:00:06,0,10,37,87,11,33.86322,-118.39111
2017-08-26_09:00:07,0,10,33,87,9,33.86322,-118.39102
2017-08-26_09:00:08,0,10,29,87,8,33.86323,-118.39093
2017-08-26_09:00:09,0,10,26,87,8,33.86323,-118.39085
2017-08-26_09:00:10,0,10,22,87,7,33.86323,-118.39079
2017-08-26_09:00:11,0,10,17,87,6,33.86324,-118.39073
2017-08-26_09:00:12,0,10,9,87,4,33.86324,-118.39069
2017-08-26_09:00:13,0,10,4,87,2,33.86324,-118.39068
2017-08-26_09:00:14,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:15,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:16,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:17,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:18,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:19,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:20,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:21,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:22,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:23,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:24,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:25,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:26,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:27,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:28,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:29,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:30,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:31,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:32,0,10,0,87,1,33.86324,-118.39068
2017-08-26_09:00:33,0,10,5,87,2,33.86324,-118.39067
2017-08-26_09:00:34,0,10,12,87,3,33.86324,-118.39064
2017-08-26_09:00:35,0,10,18,87,5,33.86324,-118.39059
2017-08-26_09:00:36,0,10,22,87,6,33.86325,-118.39054
2017-08-26_09:00:37,0,10,27,87,7,33.86325,-118.39046
2017-08-26_09:00:38,0,10,32,87,10,33.86326,-118.39036
2017-08-26_09:00:39,0,10,34,87,9,33.86326,-118.39027
2017-08-26_09:00:40,0,10,37,81,11,33.86328,-118.39016
2017-08-26_09:00:41,0,10,39,76,11,33.86330,-118.39005
2017-08-26_09:00:42,0,10,40,76,11,33.86332,-118.38994
2017-08-26_09:00:43,0,10,42,76,10,33.86334,-118.38984
2017-08-26_09:00:44,0,10,42,72,13,33.86338,-118.38971
2017-08-26_09:00:45,0,10,41,68,13,33.86338,-118.38957
2017-08-26_09:00:46,0,10,41,66,12,33.86343,-118.38946
2017-08-26_09:00:47,0,10,42,63,12,33.86347,-118.38935
2017-08-26_09:00:48,0,10,42,61,12,33.86352,-118.38924
2017-08-26_09:00:49,0,10,43,57,12,33.86358,-118.38914
2017-08-26_09:00:50,0,10,44,54,13,33.86364,-118.38903
2017-08-26_09:00:51,0,10,45,51,13,33.86371,-118.38892
2017-08-26_09:00:52,0,10,47,50,13,33.86378,-118.38882
2017-08-26_09:00:53,0,10,48,49,14,33.86386,-118.38871
2017-08-26_09:00:54,0,10,48,49,14,33.86395,-118.38860
2017-08-26_09:00:55,0,10,47,49,13,33.86402,-118.38850
2017-08-26_09:00:56,0,10,43,49,13,33.86409,-118.38840
2017-08-26_09:00:57,0,10,41,49,12,33.86416,-118.38831
2017-08-26_09:00:58,0,10,36,49,11,33.86423,-118.38823
2017-08-26_09:00:59,0,10,32,49,10,33.86428,-118.38815
2017-08-26_09:01:00,0,10,29,50,8,33.86433,-118.38809
2017-08-26_09:01:01,0,10,22,50,7,33.86436,-118.38803
2017-08-26_09:01:02,0,10,16,50,5,33.86439,-118.38799
2017-08-26_09:01:03,0,10,11,50,4,33.86441,-118.38797
2017-08-26_09:01:04,0,10,5,49,2,33.86442,-118.38796
2017-08-26_09:01:05,0,10,1,49,1,33.86443,-118.38795
2017-08-26_09:01:06,0,10,0,49,0,33.86443,-118.38795
2017-08-26_09:01:07,0,10,1,50,1,33.86443,-118.38795
2017-08-26_09:01:08,0,10,2,49,1,33.86443,-118.38795
2017-08-26_09:01:09,0,10,3,49,1,33.86443,-118.38794
2017-08-26_09:01:10,0,10,3,49,1,33.86444,-118.38794
2017-08-26_09:01:11,0,10,2,49,1,33.86444,-118.38793
2017-08-26_09:01:12,0,10,0,49,0,33.86444,-118.38793
2017-08-26_09:01:23,0,10,2,49,1,33.86444,-118.38793
2017-08-26_09:01:24,0,10,5,49,1,33.86444,-118.38792
2017-08-26_09:01:25,0,10,8,49,2,33.86445,-118.38791
2017-08-26_09:01:26,0,10,14,49,4,33.86447,-118.38788
2017-08-26_09:01:27,0,10,19,49,5,33.86450,-118.38785
2017-08-26_09:01:28,0,10,23,49,6,33.86454,-118.38780
2017-08-26_09:01:29,0,10,28,49,8,33.86458,-118.38774
2017-08-26_09:01:30,0,10,32,49,8,33.86463,-118.38768
2017-08-26_09:01:31,0,10,35,49,10,33.86469,-118.38760
2017-08-26_09:01:32,0,10,38,49,11,33.86475,-118.38752
2017-08-26_09:01:33,0,10,39,48,11,33.86481,-118.38743
2017-08-26_09:01:34,0,10,40,48,12,33.86488,-118.38735
2017-08-26_09:01:35,0,10,41,49,11,33.86494,-118.38726
